8.275862068965517127e-02 4.827586206896551657e-02 4.316546762589927866e+00 4.702194357366771271e+00 5.864661654135338686e+00 4.000000000000000000e+00
7.017543859649122417e-02 3.508771929824561209e-02 4.604758250191864910e+00 4.862236628849270659e+00 5.716981132075471983e+00 4.254545454545454852e+00
8.264462809917355601e-02 4.958677685950413361e-02 4.531722054380664666e+00 4.792332268370606663e+00 5.837837837837837718e+00 4.382608695652173481e+00
1.009174311926605561e-01 5.504587155963303058e-02 4.647560030983733270e+00 4.946413849958779529e+00 5.938775510204081343e+00 4.135922330097087318e+00
9.523809523809523281e-02 5.714285714285714107e-02 4.713275726630008045e+00 4.971002485501243129e+00 5.747368421052631682e+00 4.181818181818181657e+00
1.028037383177570069e-01 5.607476635514018620e-02 4.691164972634870978e+00 4.909983633387888347e+00 5.812500000000000000e+00 4.396039603960396391e+00
9.243697478991597105e-02 3.361344537815125905e-02 4.552352048558422126e+00 4.909983633387888347e+00 5.888888888888889284e+00 3.860869565217391219e+00
8.163265306122448328e-02 5.102040816326530726e-02 4.746835443037975111e+00 4.909983633387888347e+00 5.866666666666666252e+00 4.774193548387096975e+00
8.383233532934131205e-02 4.790419161676646997e-02 4.189944134078212201e+00 4.531722054380664666e+00 5.647058823529412130e+00 4.075471698113207530e+00
1.376146788990825764e-01 1.834862385321101019e-02 4.702194357366771271e+00 4.934210526315789380e+00 5.872340425531914931e+00 4.037383177570093018e+00
1.009174311926605561e-01 9.174311926605505096e-02 4.691164972634870978e+00 4.958677685950413583e+00 5.693877551020408490e+00 4.242424242424242209e+00
6.578947368421052266e-02 3.947368421052631360e-02 4.261363636363636687e+00 4.680187207488299528e+00 5.746478873239436957e+00 3.863013698630136883e+00
8.928571428571428770e-02 6.250000000000000000e-02 4.594180704441041208e+00 4.922067268252666494e+00 6.000000000000000000e+00 4.171428571428571708e+00
1.379310344827586188e-01 7.758620689655172653e-02 4.647560030983733270e+00 4.838709677419354982e+00 5.820000000000000284e+00 4.485981308411214563e+00
1.311475409836065642e-01 5.737704918032787010e-02 4.583651642475172316e+00 4.803843074459567930e+00 5.830188679245282835e+00 4.330434782608695521e+00
1.596638655462184753e-01 7.563025210084033112e-02 4.615384615384614975e+00 4.780876494023904577e+00 6.000000000000000000e+00 4.636363636363636687e+00
6.504065040650407192e-02 7.317073170731706877e-02 4.470938897168405646e+00 4.803843074459567930e+00 5.947826086956522040e+00 4.368421052631578760e+00
5.426356589147286746e-02 4.651162790697674354e-02 4.411764705882353255e+00 4.862236628849270659e+00 5.901639344262295417e+00 3.804878048780487632e+00
4.201680672268907901e-02 7.563025210084033112e-02 4.491017964071856383e+00 4.897959183673469497e+00 5.894736842105262831e+00 4.090909090909090828e+00
9.420289855072463969e-02 9.420289855072463969e-02 4.402054292002934410e+00 4.803843074459567930e+00 5.807999999999999829e+00 3.983999999999999986e+00
9.090909090909091161e-02 2.727272727272727140e-02 4.647560030983733270e+00 4.909983633387888347e+00 5.820000000000000284e+00 4.149532710280373848e+00
7.339449541284404077e-02 3.669724770642202039e-02 4.658385093167701996e+00 4.922067268252666494e+00 5.702970297029702706e+00 4.171428571428571708e+00
8.403361344537815802e-02 3.361344537815125905e-02 4.531722054380664666e+00 4.874086108854589483e+00 5.944954128440366858e+00 4.017391304347825987e+00
1.061946902654867242e-01 3.539823008849557473e-02 4.647560030983733270e+00 4.885993485342019937e+00 5.762376237623762165e+00 4.183486238532109880e+00
1.111111111111111049e-01 1.025641025641025605e-01 4.615384615384614975e+00 4.922067268252666494e+00 5.769230769230769162e+00 4.171428571428571708e+00
4.819277108433735191e-02 3.614457831325301046e-02 4.862236628849270659e+00 5.123825789923142970e+00 5.924050632911392000e+00 4.275000000000000355e+00
9.243697478991597105e-02 6.722689075630251809e-02 4.562737642585551257e+00 4.838709677419354982e+00 5.833333333333333037e+00 4.324324324324324564e+00
1.007751937984496110e-01 3.875968992248061962e-02 4.491017964071856383e+00 4.735595895816890000e+00 5.793103448275862100e+00 4.306451612903225978e+00
1.000000000000000056e-01 5.000000000000000278e-02 4.373177842565597828e+00 4.691164972634870978e+00 5.904761904761905100e+00 4.195488721804511378e+00
1.259842519685039353e-01 5.511811023622047168e-02 4.552352048558422126e+00 4.803843074459567930e+00 5.729729729729729826e+00 4.150000000000000355e+00
8.771929824561403022e-02 5.263157894736841813e-02 4.615384615384614975e+00 4.885993485342019937e+00 5.769230769230769162e+00 4.222222222222222321e+00
1.111111111111111049e-01 2.564102564102564014e-02 4.573170731707317138e+00 4.803843074459567930e+00 6.000000000000000000e+00 4.368421052631578760e+00
1.132075471698113234e-01 8.490566037735848559e-02 4.691164972634870978e+00 4.934210526315789380e+00 5.936170212765957466e+00 4.453608247422680577e+00
1.090909090909090856e-01 6.363636363636362980e-02 4.647560030983733270e+00 4.934210526315789380e+00 5.938775510204081343e+00 4.194174757281553312e+00
9.243697478991597105e-02 9.243697478991597105e-02 4.552352048558422126e+00 4.909983633387888347e+00 5.888888888888889284e+00 4.111111111111110716e+00
8.474576271186440302e-02 4.237288135593220151e-02 4.573170731707317138e+00 4.885993485342019937e+00 5.777777777777777679e+00 4.035398230088495630e+00
9.259259259259258745e-02 8.333333333333332871e-02 4.658385093167701996e+00 4.862236628849270659e+00 5.877551020408163573e+00 4.727272727272727515e+00
8.547008547008547175e-02 5.982905982905983161e-02 4.573170731707317138e+00 4.838709677419354982e+00 5.831775700934579199e+00 4.363636363636363313e+00
1.111111111111111049e-01 4.629629629629629373e-02 4.691164972634870978e+00 4.897959183673469497e+00 5.812500000000000000e+00 4.368932038834951292e+00
9.090909090909091161e-02 3.305785123966942241e-02 4.531722054380664666e+00 4.827031375703942473e+00 5.890909090909090651e+00 4.153846153846154188e+00
9.821428571428571230e-02 1.785714285714285615e-02 4.636785162287480944e+00 4.838709677419354982e+00 5.821782178217821624e+00 4.363636363636363313e+00
9.022556390977443108e-02 7.518796992481202590e-02 4.451038575667655373e+00 4.803843074459567930e+00 5.752066115702479721e+00 4.048780487804878092e+00
1.000000000000000056e-01 7.692307692307692735e-02 4.441154700222058160e+00 4.815409309791331971e+00 6.000000000000000000e+00 4.099999999999999645e+00
1.166666666666666685e-01 5.000000000000000278e-02 4.594180704441041208e+00 4.815409309791331971e+00 5.773584905660377409e+00 4.315789473684210620e+00
9.821428571428571230e-02 4.464285714285714385e-02 4.626060138781804554e+00 4.922067268252666494e+00 5.881188118811881083e+00 4.093457943925233877e+00
1.769911504424778736e-02 4.424778761061946841e-02 4.511278195488721998e+00 4.862236628849270659e+00 5.945945945945945610e+00 4.333333333333333037e+00
8.527131782945736316e-02 3.875968992248061962e-02 4.501125281320329741e+00 4.724409448818897239e+00 5.644067796610169552e+00 4.354838709677419040e+00
1.495327102803738206e-01 3.738317757009345516e-02 4.735595895816890000e+00 4.897959183673469497e+00 5.868131868131867712e+00 4.368932038834951292e+00
1.214953271028037379e-01 9.345794392523364136e-02 4.702194357366771271e+00 4.971002485501243129e+00 5.872340425531914931e+00 4.268041237113401998e+00
1.000000000000000056e-01 5.384615384615384914e-02 4.470938897168405646e+00 4.769475357710652119e+00 5.846153846153845812e+00 4.195121951219512368e+00
7.563025210084033112e-02 4.201680672268907901e-02 4.542013626040878549e+00 4.827031375703942473e+00 5.836363636363635976e+00 4.263157894736842479e+00
