3.773584905660377214e-02 3.773584905660377214e-02 5.203816131830008906e+00 5.400540054005400492e+00 6.000000000000000000e+00 4.352941176470587870e+00
1.136363636363636395e-02 7.954545454545454419e-02 4.758128469468675625e+00 5.163511187607572772e+00 6.000000000000000000e+00 4.000000000000000000e+00
1.016949152542372947e-01 3.389830508474576259e-02 5.176876617773943146e+00 5.371530886302596564e+00 6.000000000000000000e+00 4.105263157894737169e+00
4.411764705882353227e-02 2.941176470588235253e-02 5.059021922428330598e+00 5.314437555358724197e+00 5.723076923076923173e+00 3.909090909090909172e+00
5.999999999999999778e-02 5.999999999999999778e-02 5.272407732864675012e+00 5.400540054005400492e+00 5.872340425531914931e+00 4.723404255319149314e+00
1.454545454545454475e-01 5.454545454545454281e-02 5.258545135845749563e+00 5.400540054005400492e+00 6.000000000000000000e+00 4.269230769230769162e+00
7.547169811320754429e-02 5.660377358490566169e-02 5.244755244755245016e+00 5.415162454873645892e+00 5.877551020408163573e+00 4.320000000000000284e+00
1.228070175438596423e-01 3.508771929824561209e-02 5.258545135845749563e+00 5.328596802841918390e+00 5.639999999999999680e+00 4.581818181818182012e+00
1.186440677966101725e-01 1.694915254237288130e-02 5.190311418685120692e+00 5.314437555358724197e+00 6.000000000000000000e+00 4.448275862068965303e+00
1.000000000000000056e-01 2.857142857142857054e-02 5.046257359125315034e+00 5.314437555358724197e+00 6.000000000000000000e+00 3.794117647058823373e+00
1.666666666666666574e-01 0.000000000000000000e+00 5.357142857142856762e+00 5.444646098003629753e+00 6.000000000000000000e+00 4.250000000000000000e+00
6.250000000000000000e-02 3.125000000000000000e-02 5.110732538330494457e+00 5.300353356890459722e+00 5.799999999999999822e+00 4.258064516129032029e+00
1.142857142857142821e-01 7.142857142857142461e-02 5.084745762711864181e+00 5.314437555358724197e+00 5.806451612903225978e+00 3.969230769230769340e+00
6.756756756756757132e-02 4.054054054054054279e-02 4.971002485501243129e+00 5.300353356890459722e+00 6.000000000000000000e+00 3.718309859154929509e+00
1.551724137931034531e-01 3.448275862068965469e-02 5.258545135845749563e+00 5.385996409335727542e+00 5.755102040816326259e+00 4.071428571428571175e+00
1.730769230769230727e-01 1.923076923076923184e-02 5.314437555358724197e+00 5.371530886302596564e+00 6.000000000000000000e+00 4.588235294117646745e+00
7.936507936507936067e-02 4.761904761904761640e-02 5.123825789923142970e+00 5.328596802841918390e+00 5.896551724137930606e+00 4.200000000000000178e+00
1.142857142857142821e-01 1.428571428571428527e-02 5.084745762711864181e+00 5.272407732864675012e+00 5.806451612903225978e+00 4.000000000000000000e+00
8.333333333333332871e-02 0.000000000000000000e+00 5.008347245409015436e+00 5.203816131830008906e+00 6.000000000000000000e+00 4.250000000000000000e+00
1.090909090909090856e-01 5.454545454545454281e-02 5.231037489102004834e+00 5.385996409335727542e+00 6.000000000000000000e+00 4.384615384615385025e+00
7.792207792207792028e-02 3.896103896103896014e-02 4.958677685950413583e+00 5.272407732864675012e+00 5.915492957746478986e+00 3.729729729729729826e+00
