3.879651623119556580e-02 2.296120348376880574e-02 1.289767841788478142e+00 1.662971175166297222e+00
3.872633390705679940e-02 1.118760757314974166e-02 1.316944688323090418e+00 1.747233546884100264e+00
3.561887800534283000e-02 1.424755120213713235e-02 1.352569882777276744e+00 1.765744555620953449e+00
3.804797353184449782e-02 1.819685690653432761e-02 1.334519572953736688e+00 1.688238604389420416e+00
2.657218777679362307e-02 1.328609388839681153e-02 1.330967169476486189e+00 1.729106628242074839e+00
3.929765886287625576e-02 1.170568561872909613e-02 1.303214596003475334e+00 1.699716713881019858e+00
3.596491228070175517e-02 1.140350877192982532e-02 1.330967169476486189e+00 1.787842669845053578e+00
4.286964129483814695e-02 1.749781277340332550e-02 1.386321626617375236e+00 1.768867924528301883e+00
4.125412541254125376e-02 1.155115511551155043e-02 1.306620209059233373e+00 1.705514496873223429e+00
3.938356164383561425e-02 1.369863013698630061e-02 1.329198050509525997e+00 1.714285714285714191e+00
4.127257093723130099e-02 1.719690455717970759e-02 1.358080579447713987e+00 1.711351968054763306e+00
4.408163265306122569e-02 1.224489795918367284e-02 1.301518438177874160e+00 1.708428246013667495e+00
3.947368421052631360e-02 1.315789473684210453e-02 1.291433491175204562e+00 1.668520578420467082e+00
4.035512510088781063e-02 1.129943502824858753e-02 1.318681318681318659e+00 1.665741254858412068e+00
3.212520593080724768e-02 6.589785831960461374e-03 1.311762133799737606e+00 1.705514496873223429e+00
3.109656301145662799e-02 1.636661211129296356e-02 1.294777729823046952e+00 1.662971175166297222e+00
3.934426229508197065e-02 1.393442622950819693e-02 1.316944688323090418e+00 1.717229536348025221e+00
4.092071611253197266e-02 1.619778346121057006e-02 1.341681574239713681e+00 1.732101616628175522e+00
3.862300587741393509e-02 1.343408900083963020e-02 1.334519572953736688e+00 1.714285714285714191e+00
3.231292517006802839e-02 1.105442176870748312e-02 1.298139333621808778e+00 1.753360607831677465e+00
3.640982218458933134e-02 1.608806096528365634e-02 1.318681318681318659e+00 1.720183486238532122e+00
