9.615384615384615918e-02 7.692307692307692735e-02 3.768844221105527748e+00 3.811944091486658248e+00
6.896551724137930939e-02 5.172413793103448204e-02 3.740648379052369243e+00 3.768844221105527748e+00
1.016949152542372947e-01 5.084745762711864736e-02 3.740648379052369243e+00 3.783102143757881564e+00
2.363636363636363591e-01 1.636363636363636354e-01 3.787878787878788067e+00 3.811944091486658248e+00
1.515151515151515194e-01 1.060606060606060635e-01 3.722084367245657610e+00 3.787878787878788067e+00
1.228070175438596423e-01 1.052631578947368363e-01 3.754693366708385494e+00 3.807106598984771662e+00
1.764705882352941291e-01 1.647058823529411742e-01 3.671970624235006309e+00 3.731343283582089665e+00
1.746031746031745935e-01 1.587301587301587213e-01 3.740648379052369243e+00 3.768844221105527748e+00
1.451612903225806550e-01 1.129032258064516098e-01 3.735990037359900207e+00 3.783102143757881564e+00
1.666666666666666574e-01 1.060606060606060635e-01 3.731343283582089665e+00 3.768844221105527748e+00
1.351351351351351426e-01 9.459459459459459985e-02 3.685503685503685567e+00 3.750000000000000000e+00
1.269841269841269771e-01 3.174603174603174427e-02 3.726708074534161419e+00 3.759398496240601517e+00
2.698412698412698263e-01 2.222222222222222099e-01 3.768844221105527748e+00 3.797468354430379556e+00
1.911764705882352811e-01 8.823529411764706454e-02 3.726708074534161419e+00 3.750000000000000000e+00
1.408450704225352179e-01 9.859154929577464144e-02 3.699136868064118566e+00 3.731343283582089665e+00
2.000000000000000111e-01 1.333333333333333315e-01 3.816793893129771131e+00 3.836317135549871971e+00
2.068965517241379282e-01 1.551724137931034531e-01 3.773584905660377409e+00 3.783102143757881564e+00
1.785714285714285754e-01 1.250000000000000000e-01 3.768844221105527748e+00 3.816793893129771131e+00
1.607142857142857262e-01 1.250000000000000000e-01 3.768844221105527748e+00 3.802281368821292862e+00
2.105263157894736725e-01 1.754385964912280604e-01 3.773584905660377409e+00 3.797468354430379556e+00
2.000000000000000111e-01 1.272727272727272596e-01 3.778337531486146261e+00 3.831417624521072707e+00
2.394366197183098455e-01 1.830985915492957805e-01 3.735990037359900207e+00 3.787878787878788067e+00
1.525423728813559421e-01 1.355932203389830504e-01 3.750000000000000000e+00 3.797468354430379556e+00
9.677419354838709409e-02 8.064516129032257841e-02 3.726708074534161419e+00 3.773584905660377409e+00
2.187500000000000000e-01 1.406250000000000000e-01 3.750000000000000000e+00 3.773584905660377409e+00
2.142857142857142738e-01 1.964285714285714246e-01 3.778337531486146261e+00 3.811944091486658248e+00
2.166666666666666741e-01 2.166666666666666741e-01 3.764115432873274880e+00 3.807106598984771662e+00
1.967213114754098324e-01 1.311475409836065642e-01 3.754693366708385494e+00 3.773584905660377409e+00
1.818181818181818232e-01 1.818181818181818232e-01 3.773584905660377409e+00 3.807106598984771662e+00
1.375000000000000111e-01 8.749999999999999445e-02 3.667481662591686842e+00 3.712871287128713060e+00
1.355932203389830504e-01 1.016949152542372947e-01 3.745318352059924916e+00 3.778337531486146261e+00
1.379310344827586188e-01 1.206896551724137984e-01 3.754693366708385494e+00 3.797468354430379556e+00
1.250000000000000000e-01 7.142857142857142461e-02 3.754693366708385494e+00 3.792667509481668642e+00
1.641791044776119424e-01 1.194029850746268634e-01 3.722084367245657610e+00 3.764115432873274880e+00
1.132075471698113234e-01 7.547169811320754429e-02 3.768844221105527748e+00 3.783102143757881564e+00
1.774193548387096864e-01 1.451612903225806550e-01 3.745318352059924916e+00 3.778337531486146261e+00
1.666666666666666574e-01 9.523809523809523281e-02 3.821656050955414052e+00 3.831417624521072707e+00
1.470588235294117696e-01 1.470588235294117696e-01 3.712871287128713060e+00 3.773584905660377409e+00
2.000000000000000111e-01 1.799999999999999933e-01 3.797468354430379556e+00 3.816793893129771131e+00
1.707317073170731836e-01 1.341463414634146423e-01 3.671970624235006309e+00 3.735990037359900207e+00
1.833333333333333204e-01 1.166666666666666685e-01 3.754693366708385494e+00 3.783102143757881564e+00
1.111111111111111049e-01 6.349206349206348854e-02 3.722084367245657610e+00 3.773584905660377409e+00
2.000000000000000111e-01 1.600000000000000033e-01 3.797468354430379556e+00 3.816793893129771131e+00
1.594202898550724501e-01 1.449275362318840632e-01 3.722084367245657610e+00 3.754693366708385494e+00
1.447368421052631637e-01 1.315789473684210453e-01 3.680981595092024605e+00 3.722084367245657610e+00
8.695652173913043237e-02 7.246376811594203160e-02 3.694581280788177491e+00 3.731343283582089665e+00
1.666666666666666574e-01 1.296296296296296224e-01 3.773584905660377409e+00 3.816793893129771131e+00
1.791044776119402882e-01 1.641791044776119424e-01 3.726708074534161419e+00 3.778337531486146261e+00
1.785714285714285754e-01 1.785714285714285754e-01 3.768844221105527748e+00 3.807106598984771662e+00
1.639344262295081844e-01 1.639344262295081844e-01 3.750000000000000000e+00 3.792667509481668642e+00
1.551724137931034531e-01 1.379310344827586188e-01 3.759398496240601517e+00 3.792667509481668642e+00
1.395348837209302306e-01 9.302325581395348708e-02 3.811944091486658248e+00 3.821656050955414052e+00
1.774193548387096864e-01 1.290322580645161255e-01 3.750000000000000000e+00 3.783102143757881564e+00
1.142857142857142821e-01 1.142857142857142821e-01 3.841229193341869408e+00 3.846153846153846256e+00
1.666666666666666574e-01 1.212121212121212155e-01 3.731343283582089665e+00 3.768844221105527748e+00
2.054794520547945091e-01 1.095890410958904049e-01 3.717472118959107785e+00 3.754693366708385494e+00
9.677419354838709409e-02 8.064516129032257841e-02 3.722084367245657610e+00 3.764115432873274880e+00
1.142857142857142821e-01 1.142857142857142821e-01 3.694581280788177491e+00 3.722084367245657610e+00
2.058823529411764608e-01 1.470588235294117696e-01 3.731343283582089665e+00 3.778337531486146261e+00
1.016949152542372947e-01 6.779661016949152519e-02 3.735990037359900207e+00 3.778337531486146261e+00
1.126760563380281716e-01 8.450704225352112520e-02 3.694581280788177491e+00 3.731343283582089665e+00
1.666666666666666574e-01 1.041666666666666713e-01 3.797468354430379556e+00 3.831417624521072707e+00
1.587301587301587213e-01 1.111111111111111049e-01 3.740648379052369243e+00 3.778337531486146261e+00
1.785714285714285754e-01 1.428571428571428492e-01 3.768844221105527748e+00 3.821656050955414052e+00
1.466666666666666674e-01 1.333333333333333315e-01 3.685503685503685567e+00 3.768844221105527748e+00
1.499999999999999944e-01 8.333333333333332871e-02 3.750000000000000000e+00 3.778337531486146261e+00
1.690140845070422504e-01 1.549295774647887203e-01 3.708281829419036058e+00 3.735990037359900207e+00
1.718750000000000000e-01 1.406250000000000000e-01 3.740648379052369243e+00 3.764115432873274880e+00
1.578947368421052544e-01 1.578947368421052544e-01 3.764115432873274880e+00 3.792667509481668642e+00
1.379310344827586188e-01 1.379310344827586188e-01 3.754693366708385494e+00 3.802281368821292862e+00
2.459016393442622905e-01 1.967213114754098324e-01 3.768844221105527748e+00 3.811944091486658248e+00
