1.403812824956672534e-01 1.299826689774696842e-01 1.542416452442159303e+00 1.702127659574468099e+00
1.236051502145922715e-01 1.055793991416309058e-01 1.500000000000000000e+00 1.685393258426966190e+00
1.192214111922141051e-01 1.005677210056772075e-01 1.481481481481481399e+00 1.646090534979423925e+00
1.165129924559932945e-01 9.555741827326068305e-02 1.528662420382165710e+00 1.680672268907563049e+00
1.269035532994923776e-01 1.175972927241962784e-01 1.530612244897959107e+00 1.699716713881019858e+00
1.395147313691507684e-01 1.169844020797227019e-01 1.581027667984189700e+00 1.690140845070422504e+00
1.400000000000000133e-01 1.260869565217391242e-01 1.576872536136662228e+00 1.699716713881019858e+00
1.169154228855721345e-01 1.102819237147595333e-01 1.576872536136662228e+00 1.704545454545454586e+00
1.431079894644425032e-01 1.220368744512730502e-01 1.608579088471849827e+00 1.775147928994082802e+00
9.830508474576271638e-02 8.050847457627118009e-02 1.488833746898263088e+00 1.659751037344398439e+00
1.271820448877805376e-01 1.097256857855361534e-01 1.552393272962483861e+00 1.637107776261937264e+00
1.538461538461538547e-01 1.180069930069930079e-01 1.606425702811244971e+00 1.751824817518248256e+00
1.352063213345039427e-01 1.158911325724319569e-01 1.562500000000000000e+00 1.694915254237288060e+00
1.371571072319202056e-01 1.197007481296758075e-01 1.513240857503152625e+00 1.694915254237288060e+00
1.464019851116625248e-01 1.248966087675765085e-01 1.530612244897959107e+00 1.675977653631284925e+00
1.524852569502948563e-01 1.196293176074136461e-01 1.542416452442159303e+00 1.694915254237288060e+00
1.382978723404255372e-01 1.241134751773049633e-01 1.583113456464379842e+00 1.746724890829694399e+00
1.406649616368286504e-01 1.202046035805626606e-01 1.556420233463035041e+00 1.729106628242074839e+00
1.251071122536418223e-01 1.053984575835475584e-01 1.546391752577319645e+00 1.655172413793103425e+00
1.457627118644067854e-01 1.194915254237288171e-01 1.597869507323568472e+00 1.716738197424892753e+00
1.165991902834008082e-01 1.101214574898785464e-01 1.481481481481481399e+00 1.632653061224489832e+00
1.226252158894645949e-01 1.018998272884283213e-01 1.532567049808429172e+00 1.666666666666666741e+00
1.170731707317073239e-01 1.065040650406504086e-01 1.511335012594458460e+00 1.623815967523680737e+00
1.325600662800331397e-01 1.184755592377796235e-01 1.490683229813664523e+00 1.721664275466284089e+00
1.445378151260504340e-01 1.319327731092437006e-01 1.574803149606299302e+00 1.709401709401709324e+00
1.434634974533106899e-01 1.179966044142614634e-01 1.583113456464379842e+00 1.671309192200557181e+00
1.438474870017331098e-01 1.152512998266897737e-01 1.566579634464752013e+00 1.694915254237288060e+00
1.398124467178175623e-01 1.253196930946291476e-01 1.558441558441558517e+00 1.692524682651622037e+00
1.251015434606011500e-01 1.031681559707554874e-01 1.511335012594458460e+00 1.621621621621621712e+00
1.367658889782783493e-01 1.150442477876106179e-01 1.518987341772152000e+00 1.641586867305061537e+00
1.119162640901771311e-01 9.903381642512076866e-02 1.468788249694002346e+00 1.578947368421052655e+00
1.305057096247960735e-01 1.207177814029363749e-01 1.544401544401544424e+00 1.683029453015427723e+00
1.447253705318221340e-01 1.299040976460331398e-01 1.587301587301587213e+00 1.741654571843251009e+00
1.343283582089552231e-01 1.094527363184079616e-01 1.522842639593908531e+00 1.699716713881019858e+00
1.235093696763202714e-01 1.013628620102214606e-01 1.542416452442159303e+00 1.694915254237288060e+00
1.209150326797385627e-01 9.477124183006535585e-02 1.485148514851485135e+00 1.648351648351648269e+00
1.394190871369294649e-01 1.136929460580912848e-01 1.515151515151515138e+00 1.632653061224489832e+00
